title,club,price,sizes,image,link,product_id,variation_map
"LAMINE YAMAL FC BARCELONA 2025/26 FOURTH KIT SUBLIMATION","FCB Barcelona",540,s|m|l|xl|xxl,https://visionsjersey.com/wp-content/uploads/2025/12/1000058170-scaled.jpg,https://visionsjersey.com/product/lamine-yamal-fc-barcelona-2025-26-fourth-kit-sublimation/,16418,s:16419|m:16420|l:16421|xl:16422|xxl:16423
